timestamp,name,group,location,value_1,value_2,value_3,location_previous
05/20/2018 13:26,Danial Beard,adult,b,2,5,3,a
05/20/2018 13:48,Danial Beard,adult,e,0,4,2,b
05/20/2018 15:00,Danial Beard,adult,c,3,2,5,e
05/20/2018 12:00,Kelly Greenman,adult,c,5,3,0,door
05/20/2018 13:24,Kelly Greenman,adult,b,1,1,3,c
05/20/2018 13:48,Kelly Greenman,adult,a,3,5,1,b
05/20/2018 14:33,Kelly Greenman,adult,e,2,4,5,a
05/20/2018 14:48,Kelly Greenman,adult,d,3,2,1,e
05/20/2018 12:00,Deborah Ceballos,student,c,1,1,0,door
05/20/2018 13:04,Deborah Ceballos,student,a,3,4,2,c
05/20/2018 13:17,Deborah Ceballos,student,d,0,5,1,a
05/20/2018 13:48,Deborah Ceballos,student,e,5,3,1,d
05/20/2018 14:24,Deborah Ceballos,student,b,4,1,3,e
05/20/2018 12:00,David Owens,student,b,3,0,3,door
05/20/2018 12:08,David Owens,student,d,4,1,4,b
05/20/2018 12:27,David Owens,student,e,4,3,3,d
05/20/2018 12:54,David Owens,student,a,1,3,1,e
05/20/2018 12:54,David Owens,student,c,3,2,2,a
05/20/2018 12:00,Dorothy Wyatt,entrepreneur,d,5,4,0,door
05/20/2018 13:26,Dorothy Wyatt,entrepreneur,a,2,4,2,d
05/20/2018 14:44,Dorothy Wyatt,entrepreneur,e,4,5,4,a
05/20/2018 15:36,Dorothy Wyatt,entrepreneur,c,4,5,5,e
05/20/2018 15:36,Dorothy Wyatt,entrepreneur,b,0,2,3,c
05/20/2018 12:00,Austin Elliott,entrepreneur,e,5,3,1,door
05/20/2018 14:24,Austin Elliott,entrepreneur,d,3,3,4,e
05/20/2018 15:36,Austin Elliott,entrepreneur,c,5,3,5,d
05/20/2018 17:02,Austin Elliott,entrepreneur,a,2,5,0,c
05/20/2018 17:31,Austin Elliott,entrepreneur,b,3,0,4,a
05/20/2018 12:00,Kathleen Richardson,student,a,5,4,3,door
05/20/2018 12:43,Kathleen Richardson,student,d,3,2,3,a
05/20/2018 13:04,Kathleen Richardson,student,c,3,2,1,d
05/20/2018 13:12,Kathleen Richardson,student,b,5,0,1,c
05/20/2018 13:48,Kathleen Richardson,student,e,4,2,4,b
05/20/2018 12:00,Catherine Hart,entrepreneur,c,0,3,1,door
05/20/2018 13:02,Catherine Hart,entrepreneur,a,5,1,4,c
05/20/2018 14:24,Catherine Hart,entrepreneur,d,4,0,1,a
05/20/2018 15:00,Catherine Hart,entrepreneur,e,2,0,3,d
05/20/2018 15:28,Catherine Hart,entrepreneur,b,0,0,4,e
05/20/2018 12:00,David Reynolds,faculty,a,1,2,1,door
05/20/2018 12:50,David Reynolds,faculty,d,2,2,0,a
05/20/2018 13:48,David Reynolds,faculty,e,1,4,3,d
05/20/2018 14:06,David Reynolds,faculty,b,2,0,2,e
05/20/2018 14:24,David Reynolds,faculty,c,4,3,1,b
05/20/2018 12:00,Alexis Galligan,entrepreneur,e,1,5,5,door
05/20/2018 13:15,Alexis Galligan,entrepreneur,d,5,5,5,e
05/20/2018 14:07,Alexis Galligan,entrepreneur,b,4,1,0,d
05/20/2018 15:00,Alexis Galligan,entrepreneur,c,3,4,0,b
05/20/2018 15:37,Alexis Galligan,entrepreneur,a,2,4,2,c
05/20/2018 12:00,Harold Kintzel,faculty,d,2,2,4,door
05/20/2018 12:43,Harold Kintzel,faculty,a,2,5,3,d
05/20/2018 13:48,Harold Kintzel,faculty,e,0,4,0,a
05/20/2018 13:48,Harold Kintzel,faculty,c,3,0,3,e
05/20/2018 14:49,Harold Kintzel,faculty,b,5,2,1,c
05/20/2018 12:00,Gary Nye,entrepreneur,d,2,3,5,door
05/20/2018 15:00,Gary Nye,entrepreneur,b,5,0,1,d
05/20/2018 15:32,Gary Nye,entrepreneur,e,5,0,5,b
05/20/2018 15:36,Gary Nye,entrepreneur,a,3,5,0,e
05/20/2018 15:43,Gary Nye,entrepreneur,c,4,4,1,a
05/20/2018 12:00,Joan Luna,student,d,4,3,2,door
05/20/2018 12:54,Joan Luna,student,a,3,1,5,d
05/20/2018 13:48,Joan Luna,student,e,2,2,5,a
05/20/2018 14:24,Joan Luna,student,b,1,0,3,e
05/20/2018 15:00,Joan Luna,student,c,4,1,1,b
05/20/2018 12:00,Patricia Kinney,student,e,5,0,0,door
05/20/2018 13:48,Patricia Kinney,student,b,5,4,1,e
05/20/2018 14:10,Patricia Kinney,student,c,1,0,4,b
05/20/2018 14:16,Patricia Kinney,student,a,5,2,2,c
05/20/2018 14:36,Patricia Kinney,student,d,5,1,1,a
05/20/2018 12:00,Kevin Fong,student,e,0,0,3,door
05/20/2018 15:36,Kevin Fong,student,d,3,0,5,e
05/20/2018 15:36,Kevin Fong,student,a,0,2,4,d
05/20/2018 16:48,Kevin Fong,student,b,1,0,5,a
05/20/2018 17:02,Kevin Fong,student,c,1,5,1,b
05/20/2018 12:00,Angela Pokorny,adult,a,3,0,2,door
05/20/2018 15:00,Angela Pokorny,adult,e,0,3,3,a
05/20/2018 15:00,Angela Pokorny,adult,b,2,5,3,e
05/20/2018 15:27,Angela Pokorny,adult,c,0,4,4,b
05/20/2018 15:54,Angela Pokorny,adult,d,3,3,4,c
05/20/2018 12:00,Kristin Jalbert,faculty,c,3,4,2,door
05/20/2018 15:36,Kristin Jalbert,faculty,e,4,2,0,c
05/20/2018 15:36,Kristin Jalbert,faculty,a,5,1,0,e
05/20/2018 15:36,Kristin Jalbert,faculty,d,0,1,3,a
05/20/2018 15:36,Kristin Jalbert,faculty,b,1,3,1,d
